,BUS45 C-G 75 FAULT DATA MISS ,,0,0,0,0,0,0,0.869826618,0.84251629,0.864755516,0.826286541,0.941398122,1.1704911,0.869836867,0.844924232,0.872757209,0.573437211,0.672527111,0.766559149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87148266,0.843007792,0.864926943,0.525841727,0.499506258,0.511332081,0.855615152,0.835029278,0.857495206,0.507999613,0.527603693,0.435134723,0.867826739,0.844830553,0.873678413,0.571606699,0.67088495,0.765420427
,BUS45 B-G 25 FAULT,,0.90081965,0.285931896,0.972150259,1.166101586,3.469849373,1.23592187,0.836160191,0.413398443,0.86475892,1.011125943,0.948897077,0.890905517,0.841901696,0.396121715,0.872760027,0.631749031,1.226525384,0.525204676,0.897527187,0.189974332,0.996935233,0.621415257,1.311231889,0.709266026,0.897527187,0.189974332,0.996935233,0.44824637,1.450803568,0.481703424,0.834928964,0.101663414,0.875718361,0.545710027,0.959663136,0.555199022,0.840710943,0.181366164,0.874832687,0.439839624,0.731654382,0.490427106,0.834576305,0.347070567,0.86493117,0.504929763,0.305596828,0.51136979,0.829853467,0.351004361,0.857498734,0.527256057,0.262417001,0.513685266,0.842156943,0.353808151,0.873681554,0.629960764,1.22601491,0.523292114
,BUS45 C-G 10 FAULT DATA MISS ,,0,0,0,0,0,0,0.859,0.837,0.859,0.773,0.919,1.23,0.871,0.833,0.863,0.559,0.667,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0.833,0.858,0.564,0.585,0.581,0.824,0.823,0.849,0.573,0.604,0.232,0.871,0.833,0.863,0.557,0.666,0.862
,BUS9 C-G 75 FAULT DATA MISS ,,0.881091645,0.849902358,0.854637681,1.0976677,1.157021506,1.494550812,0.881500812,0.84326459,0.864760791,0.830719043,0.938042849,1.024930834,0,0,0,0,0,0,0.8741962,0.848427478,0.853392368,0.635190357,0.646060937,0.650996913,0.8741962,0.848427478,0.853392368,0.464891946,0.525347307,1.651399529,0.843678856,0.828360663,0.835131638,0.448352048,0.446948017,0.775210445,0,0,0,0,0,0,0.871436891,0.842072116,0.864933031,0.478606871,0.541324993,0.725774667,0,0,0,0,0,0,0,0,0,0,0,0
,BUS46 C-G 75 FAULT DATA MISS ,,0,0,0,0,0,0,0.868557036,0.840214836,0.864755087,0.817745088,0.951134419,1.038761796,0.873184997,0.855121969,0.872753858,0.595806973,0.642422957,0.832220259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861838682,0.838106778,0.86492687,0.477639723,0.536057234,0.511422078,0.836374024,0.83647977,0.857493461,0.504618258,0.570837724,0.533128954,0.876330466,0.856275722,0.873674504,0.593975726,0.64071761,0.831223367
,BUS5 C-G 10FAULT,,0.87713245,0.818909934,0.839796138,0.9968367,1.12348433,1.702841802,0.844249073,0.821907577,0.824099552,0.916104085,0.87100022,1.753051265,0.848269536,0.823427028,0.844288059,0.571405439,0.648468087,0.930060562,0.861288325,0.811733442,0.836143887,0.499221685,0.55360066,1.744189006,0.861288325,0.811733442,0.836143887,0.517880537,0.568692656,0.555071011,0.823652642,0.80768625,0.814842299,0.556408356,0.505946965,1.70014219,0.804132488,0.81034107,0.826697007,0.278931202,0.250259269,0.607167138,0.841513063,0.814650187,0.819166083,0.413929119,0.392352228,749.6709714,0.817054315,0.814798641,0.81706062,0.390141412,0.369329836,1.211721072,0.850657179,0.8199575,0.842826536,0.569513446,0.646673709,0.929406633
,BUS9 B-G 75 FAULT,,0.844119077,0.406983448,0.854637681,1.153488814,2.347034348,1.095425956,0.851176723,0.483977902,0.864760791,0.974863252,0.975199682,0.890896477,0.863894989,0.319839528,0.88700167,0.62916994,1.422406759,0.637610289,0.84046899,0.327955431,0.85339618,0.632014643,0.596716225,0.65252041,0.84046899,0.327955431,0.85339618,0.553565502,1.337922967,0.506717647,0.823533228,0.360778607,0.835135068,0.457276566,0.444547766,0.479510236,0.873489647,0.110264926,0.915398669,0.366313814,2.908598929,0.443175212,0.852111984,0.427875945,0.864933027,0.565708588,0.644191235,0.511446595,0.844481635,0.36842702,0.857491651,0.524559301,1.175369678,0.485897344,0.862492622,0.273113607,0.897802786,0.627424428,1.422342253,0.635899233
,BUS46 A-G 25 FAULT,,0.336501233,0.928044927,0.965678237,0.939875367,1.120937592,1.010227428,0.467422311,0.853883317,0.864763161,1.656045663,0.762353874,0.91221394,0.405586575,0.865072325,0.872761125,0.686046815,0.621944137,0.689159696,0.259411524,0.926004686,0.990608017,0.558696117,0.725507749,0.697115129,0.259411524,0.926004686,0.990608017,4.860206346,0.557104446,0.517236185,0.234522642,0.834130586,0.866228362,1.445794047,0.398719349,0.490498656,0.142583091,0.859224018,0.872270123,1.621773979,0.357537246,0.394832651,0.407713918,0.849021954,0.864931748,0.394904815,0.476666807,0.526588675,0.39621599,0.836260746,0.85749896,0.364844107,0.518465277,0.534991793,0.369056571,0.863739745,0.873681339,0.684846651,0.620242045,0.687487739
,BUS9 A-G 50 FAULT,,0.4695198,0.837823902,0.845762924,1.230186399,1.104560089,1.272145065,0.366338785,0.863569915,0.856034722,2.061557898,0.823128597,0.869410425,0.069818542,0.905721661,0.933069614,0.323524875,0.612258669,0.468710258,0.395765983,0.828954259,0.843113944,0.601850446,0.564568749,0.621120576,0.395765983,0.828954259,0.843113944,1.542639253,0.396847967,0.530343455,0.360281267,0.80561231,0.825105092,0.123047709,0.496436481,0.467836865,0.271830332,0.828999361,0.83571379,0.68681281,0.375554426,0.316560377,0.302305716,0.859527066,0.854963538,2.622663995,0.398088814,0.49754756,0.146887988,0.863378263,0.873625891,1.033151895,0.555804749,0.586158274,0.009617508,0.90894512,0.941594074,0.321970749,0.61057286,0.466725547
,BUS45 A-G 100 FAULT DATA MISS,,0,0,0,0,0,0,0.441190162,0.858397422,0.864798459,1.831834849,0.822698667,0.927079883,0.469427225,0.857625361,0.872804685,0.774582959,0.618511273,0.705167251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39042314,0.856367469,0.865159255,0.326398564,0.51241116,0.511304211,0.386725467,0.838793379,0.857525685,0.509260457,0.517991893,0.483652962,0.452618518,0.853824377,0.873727274,0.773485808,0.616727873,0.703533966
,BUS6 C-G 100 FAULT,,0.890079761,0.849766365,0.854674321,1.114358088,1.146948129,1.609511037,0.877506107,0.842768004,0.864799875,0.823666107,0.952204798,1.03886495,0.88419876,0.859160273,0.872802116,0.6029774,0.634927077,0.843378703,0.895384417,0.846513799,0.853153261,0.652289304,0.644352259,0.647657,0.895384417,0.846513799,0.853153261,0.484222657,0.522917894,2.066764658,0.833455531,0.827500801,0.833990148,0.444503115,0.456498605,0.837467641,0.894230469,0.883183562,0.845685133,0.576871794,0.520868067,92.43140346,0.87601694,0.842874455,0.864975235,0.477817081,0.541044628,0.554196327,0.852990949,0.840530608,0.857269847,0.507717722,0.565119457,0.616408947,0.878540496,0.85919725,0.873427472,0.601162738,0.633202541,0.84239474
,BUS45 C-G 75 FAULT DATA MISS ,,0,0,0,0,0,0,0.869826618,0.84251629,0.864755516,0.826286541,0.941398122,1.1704911,0.869836867,0.844924232,0.872757209,0.573437211,0.672527111,0.766559149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87148266,0.843007792,0.864926943,0.525841727,0.499506258,0.511332081,0.855615152,0.835029278,0.857495206,0.507999613,0.527603693,0.435134723,0.867826739,0.844830553,0.873678413,0.571606699,0.67088495,0.765420427
,BUS45 B-G 100 FAULT,,0.861649268,0.318861967,0.859803994,1.162488294,2.83305572,1.148221981,0.853231273,0.392684569,0.864798459,0.966888788,1.099806047,0.890807307,0.847310145,0.434864398,0.872804685,0.653365783,1.17422922,0.553245662,0.851042018,0.225247482,0.878000191,0.70811426,1.645210573,0.713697904,0.851042018,0.225247482,0.878000191,0.455056044,0.849525347,0.481627567,0.868306285,0.004133203,0.898690702,0.530023012,126.1352693,0.539073219,0.84483697,0.291962868,0.848252599,0.404307703,0.563150194,0.426230457,0.85218417,0.325244937,0.865100014,0.475787718,0.585465845,0.511304211,0.837931448,0.354554867,0.857529549,0.515924802,0.283000626,0.535446283,0.847912725,0.395875975,0.873727202,0.651502369,1.173557799,0.551290781
,BUS9 A-G 25 FAULT DATA MISS ,,0.517403381,0.847733732,0.854638088,1.211184998,1.121544739,1.27212357,0.418526001,0.884250617,0.864755348,1.943589988,0.849729689,0.89422256,0,0,0,0,0,0,0.456324586,0.840102649,0.853397028,0.618728983,0.603487537,0.655621041,0.456324586,0.840102649,0.853397028,1.416057364,0.384731995,0.515371874,0.41583375,0.817348895,0.835133957,0.136904223,0.47588776,0.458992593,0,0,0,0,0,0,0.349589125,0.88146251,0.864927365,2.466887376,0.455982396,0.522476031,0,0,0,0,0,0,0,0,0,0,0,0
,BUS8 C-G 75 FAULT,,0.858382884,0.830290865,0.854638088,1.04046939,1.209971217,1.37792803,0.900553343,0.863275444,0.864755348,0.855540307,0.901662369,1.211810981,1.071476181,0.975621465,0.872752176,0.655432029,0.554553509,1.0925799,0.859435674,0.824231241,0.853397009,0.620326365,0.667647577,0.655475327,0.859435674,0.824231241,0.853397009,0.420631603,0.550080033,0.884497192,0.822361089,0.812879646,0.835133811,0.451334131,0.418030892,0.407298223,0.843771631,0.835263231,0.848059969,0.37477746,0.309795068,0.847508378,0.90180018,0.865436106,0.864926205,0.511674565,0.556734505,1.508043864,0.913109253,0.871877625,0.855699867,0.536447066,0.580193996,1.536930649,1.092640351,0.975305247,0.87335763,0.653842616,0.552709489,1.092393883
,BUS9 C-G 100 FAULT,,0.857526784,0.826334203,0.854681592,1.037796147,1.207790281,1.411068684,0.878768299,0.843463913,0.864800493,0.839660574,0.913659529,1.176935469,0.933635381,0.876477535,0.872800391,0.670870763,0.53295008,1.162220931,0.844921927,0.82191838,0.853430161,0.620521002,0.662352896,0.650564708,0.844921927,0.82191838,0.853430161,0.418808227,0.554668107,1.024861196,0.830481556,0.809152868,0.835127158,0.44344165,0.417607332,0.411312943,0.847606944,0.833111033,0.845822891,0.382752993,0.30247916,0.991174627,0.871805673,0.840893239,0.8649583,0.472371748,0.555216007,1.35131783,0.866118821,0.84720565,0.855773388,0.510189354,0.562270056,1.39903315,0.9421207,0.874356942,0.873408464,0.669320854,0.531046103,1.162037753
,BUS7 C-G 25 FAULT DATA MISS ,,0.860657585,0.825220354,0.854634678,1.031850106,1.221610173,1.419182776,0,0,0,0,0,0,0.877748668,0.851438838,0.872752363,0.595995059,0.638375948,0.885774024,0.856232089,0.820946289,0.853393284,0.610786267,0.70958299,1.130399405,0.856232089,0.820946289,0.853393284,0.436276329,0.524358974,0.481840117,0,0,0,0,0,0,0.828274779,0.825796464,0.848244334,0.371034314,0.329339429,0.318986795,0,0,0,0,0,0,0,0,0,0,0,0,0.877948267,0.851963992,0.873672494,0.594207323,0.636614855,0.88496804
,BUS45 C-G 10 FAULT DATA MISS ,,0,0,0,0,0,0,0.859,0.837,0.859,0.773,0.919,1.23,0.871,0.833,0.863,0.559,0.667,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0.833,0.858,0.564,0.585,0.581,0.824,0.823,0.849,0.573,0.604,0.232,0.871,0.833,0.863,0.557,0.666,0.862
,BUS45 C-G 50 FAULT DATA MISS ,,0,0,0,0,0,0,0.859429788,0.83323182,0.861268536,0.784884617,0.938964335,1.174057034,0.865362028,0.835439232,0.867090689,0.560551007,0.668675206,0.849815426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845964885,0.830438323,0.860834158,0.523898895,0.553777349,0.547291972,0.828368526,0.82334306,0.852561601,0.536882286,0.554871807,0.240720946,0.865478443,0.835092068,0.867458278,0.558715891,0.66687919,0.848888469
,BUS6 A-G 75 FAULT,,0.496896658,0.854188672,0.854641858,1.236893342,1.130029957,1.220939915,0.502893353,0.886050705,0.864761099,1.679557837,0.814952792,0.898240971,0.25923386,0.915797228,0.966515947,0.57854533,0.625941,0.506196888,0.433376088,0.848522875,0.853401116,0.296763894,0.626793876,0.653890816,0.433376088,0.848522875,0.853401116,1.908362126,0.411843565,0.516146657,0.416449944,0.817738842,0.835138648,0.186608178,0.459179711,0.471101324,0.261770923,0.859888743,0.852634963,0.887787134,0.406911861,0.382600626,0.450166051,0.884604664,0.86493358,1.730151872,0.442449645,0.527641468,0.327897821,0.859700891,0.864200093,0.958814729,0.59271698,0.603116491,0.203928512,0.923905515,0.983485351,0.57735901,0.624398992,0.504218967
,BUS8 B-G 10 FAULT,,0.814891587,0.421012307,0.838818411,1.132704545,2.219165217,0.940050432,0.844890884,0.309690823,0.870449776,0.846155225,0.735123533,0.852033158,0.909750578,0.250906857,0.968080796,0.656588681,2.008803361,0.716176771,0.807765038,0.343120253,0.835106735,0.65447822,0.512679741,0.593303532,0.807765038,0.343120253,0.835106735,0.639701872,0.740982573,0.518871094,0.796966202,0.289720358,0.817409249,0.396843321,0.868448998,0.440740516,0.814926403,0.241545563,0.824356883,0.189406011,1.398961358,0.230505415,0.853894157,0.226934802,0.876201387,0.506559659,1.065451076,0.492537489,0.888457713,3.89066E-05,0.954457484,1.328677257,16666.36431,0.538875577,0.908092903,0.310098785,0.982910893,0.65484181,2.009742969,0.714569025
